  968875.101, 5628044.819, 2830903.536,       2.637,       0.773,       2.748
  968879.710, 5628043.721, 2830903.245,       2.809,       0.842,       2.933
  968882.347, 5628041.247, 2830902.084,       2.805,       0.839,       2.928
  968882.750, 5628037.512, 2830901.322,       2.801,       0.837,       2.923
  968881.617, 5628035.265, 2830901.167,       3.444,       1.123,       3.623
  968879.883, 5628034.198, 2830901.172,       3.439,       1.120,       3.617
  968878.035, 5628033.197, 2830900.052,       2.923,       0.905,       3.060
  968876.849, 5628032.611, 2830899.377,       2.926,       0.905,       3.063
  968876.967, 5628032.428, 2830899.510,       2.928,       0.906,       3.065
  968877.376, 5628032.947, 2830899.346,       2.931,       0.907,       3.068
  968877.821, 5628032.908, 2830899.367,       2.933,       0.907,       3.070
  968877.804, 5628033.582, 2830899.245,       2.936,       0.908,       3.073
  968877.842, 5628033.601, 2830899.518,       2.938,       0.908,       3.075
  968877.975, 5628033.527, 2830899.503,       2.940,       0.908,       3.077
  968877.104, 5628033.598, 2830898.692,       2.942,       0.909,       3.079
  968876.700, 5628032.730, 2830897.542,       2.944,       0.909,       3.081
  968876.382, 5628031.646, 2830897.200,       2.946,       0.910,       3.083
  968876.727, 5628030.747, 2830897.849,       2.948,       0.910,       3.085
  968876.900, 5628030.493, 2830898.325,       2.949,       0.910,       3.087
  968877.372, 5628030.884, 2830898.504,       2.951,       0.910,       3.088
